UrunKodu;Kategori;UrunAciklamasi;UrunAciklamasiEn;BirimFiyat;MaliyetFiyati;EklenmeTarihi;FiyatTL;FiyatUSD;FiyatEUR
LT-C0058/1;Belli Değil;Dar Aralıklı J-Halkası;J-Ring Narrow Gap;0,00;;2025-09-04 15:23:18.870;0,00;0,00;0,00
LT-C0058/2;Belli Değil;Alt Tabla 900*900* 3 mm ;Base Plate;0,00;125,00;2025-09-04 15:23:18.871;0,00;0,00;0,00
LT-C0058/3;Belli Değil;Çelik Ağırlıklı Başlık;Steel Weighted Collar;0,00;;2025-09-04 15:23:18.872;0,00;0,00;0,00
LT-C0038/1;Belli Değil;Slump Konisi, Ø200x Ø100x300 mm ölçülerinde.;Slump Cone. Ø200x Ø100x300 mm;0,00;125,00;2025-09-04 15:23:18.873;0,00;39,00;0,00
LT-C1150;Belli Değil; Dolgu Kutusu Aparatı (Kajima Testi);Fill Box Apparatus ( Kajima Test);0,00;3500,00;2025-09-04 15:23:18.874;0,00;;
LT-C0038;Belli Değil;"Slump Test Seti; Slump konisi, doldurma hunisi, şişleme çubuğu, tepsi, lastik tokmak ve çelik cetvel ile birlikte set olarak verilmektedir. Elektrostatik toz boyalı veya galvaniz kaplamadır.";Slump Test Set, complete with galvanized steel slump cone, cone funnel, tamping rod, base tray, ruber mallet and steel ruler.;0,00;2500,00;2025-09-04 15:23:18.875;0,00;150,00;0,00
LT-C0038/1;Belli Değil;Slump Konisi, Ø200x Ø100x300 mm ölçülerinde.;Slump Cone. Ø200x Ø100x300 mm;0,00;850,00;2025-09-04 15:23:18.876;0,00;39,00;0,00
LT-C0038/2;Belli Değil;Slump Doldurma Hunisi;Slump Cone Funnel;0,00;200,00;2025-09-04 15:23:18.877;0,00;11,00;0,00
LT-C0038/3;Belli Değil;Slump Tepsisi, 500x500x60mm ebatlarında, kulplu;Slump Base Plate. 500x500x60mm;0,00;850,00;2025-09-04 15:23:18.878;0,00;39,00;0,00
LT-G0163;Belli Değil;Şişleme Çubuğu. Ø16x600 mm;Tamping Rod. Ø16x600 mm;0,00;100,00;2025-09-04 15:23:18.879;0,00;8,40;0,00
LT-G0161;Belli Değil;Lastik Tokmak ;Rubber Mallet;0,00;90,00;2025-09-04 15:23:18.880;0,00;9,00;0,00
LT-G0175;Belli Değil;Çelik Cetvel 300x0.1 mm;Steel Ruler 300x0.1 mm;0,00;45,00;2025-09-04 15:23:18.881;0,00;7,20;0,00
LT-G0141;Belli Değil;Laboratuar Küreği Orta;Round Scoop, Medium;0,00;150,00;2025-09-04 15:23:18.882;0,00;15,00;0,00
LT-C0039;Belli Değil;"Slump Test Seti; Paslanmaz Çelik Slump Konisi, Paslanmaz Çelik Tepsi, Doldurma hunisi, Şişleme çubuğu lastik tokmak ve çelik cetvel ile birlikte set olarak verilmektedir.";Slump Test Set, Complete with stainless steel slump cone, stainless steel base tray, cone funnel, tamping rod, ruber mallet and steel ruler.;0,00;150,00;2025-09-04 15:23:18.883;0,00;174,00;0,00
LT-C0040;Belli Değil;"Portatif Slump Test Seti; Slump konisi, doldurma hunisi, şişleme çubuğu, tepsi, lastik tokmak ve çelik cetvel ile birlikte set olarak verilmektedir. Elektrostatik toz boyalı veya galvaniz kaplamadır.";Portable Slump Test Set, complete with galvanized steel slump cone, cone funnel, tamping rod, base tray, ruber mallet and steel ruler.;0,00;;2025-09-04 15:23:18.884;0,00;174,00;0,00
LT-C0041;Belli Değil;"Pnömatik Slump Test Seti; Slump konisi, doldurma hunisi, şişleme çubuğu, tepsi, lastik tokmak ve çelik cetvel ile birlikte set olarak verilmektedir. Elektrostatik toz boyalı veya galvaniz kaplamadır.";Pneumatic Slump Test Set;0,00;10230,00;2025-09-04 15:23:18.885;0,00;1100,00;0,00
LT-C0042/E;Belli Değil;"Vebe Cihazı EN; Silindir hazne, Slump Konisi, Saydam Diskli Metal Kol, Doldurma Hunisi ve Şişleme Çubuğu ile birlikte set olarak verilmektedir. 220 V, 50-60 Hz, 1 ph";Vibro Consistometer (Vebe) EN, consists of Vibrating Consistometer, Cylindrical Bucket, Slump Cone, Graduated Rod with Transparent Plate, Filling Cone and Tamping Rod. 220 V, 50-60 Hz, 1 ph;0,00;15075,60;2025-09-04 15:23:18.886;0,00;1050,00;0,00
LT-C0042/1;Belli Değil;Vibrasyonlu Tabla;Vibrating Consistometer;0,00;;2025-09-04 15:23:18.887;0,00;0,00;0,00
LT-C0042/2;Belli Değil;Silindir Hazne;Cylindrical Bucket;0,00;;2025-09-04 15:23:18.888;0,00;0,00;0,00
LT-C0042/3;Belli Değil;Saydam Diskli Metal Kol;Graduated Rod with Transparent Plate;0,00;;2025-09-04 15:23:18.889;0,00;0,00;0,00
LT-C0038/1;Belli Değil;Slump Konisi, Ø200x Ø100x300 mm ölçülerinde.;Slump Cone. Ø200x Ø100x300 mm;0,00;125,00;2025-09-04 15:23:18.890;0,00;39,00;0,00
LT-G0163;Belli Değil;Şişleme Çubuğu. Ø16x600 mm;Tamping Rod. Ø16x600 mm;0,00;17,50;2025-09-04 15:23:18.891;0,00;8,40;0,00
LT-C0042/A;Belli Değil;"Vebe Cihazı ASTM; Silindir hazne, Slump Konisi, Saydam Diskli Metal Kol, Doldurma Hunisi ve Şişleme Çubuğu ile birlikte set olarak verilmektedir. 220 V, 50-60 Hz, 1 ph";Vibro Consistometer (Vebe) ASTM, consists of Vibrating Consistometer, Cylindrical Bucket, Slump Cone, Graduated Rod with Transparent Plate, Filling Cone and Tamping Rod. 220 V, 50-60 Hz, 1 ph;0,00;15075,60;2025-09-04 15:23:18.892;0,00;1050,00;0,00
LT-C0044;Belli Değil;Sıkıştırma Faktörü Aleti, Üst üste konumlandırılmış, altlarında kolay açılabilir kapaklar bulunan 2 adet huni ve hunilerin altında bulunan silindirik toplama kabından meydana gelmiştir.;"Compacting Factor Apparatus, consists of two conical hoppers mounted on a cylinder. Each hopper has a hinged
flange with quick release mechanism and everything is mounted on a rigid steel stand.";0,00;;2025-09-04 15:23:18.893;0,00;720,00;0,00
LT-C0023;Belli Değil;"Yayılma Tablası Seti; üzerine betonun konulabileceği, (700 ±2) mm x (700 ±2) mm ölçülerinde Yayılma tablası, Ø130×Ø200×200 mm ölçülerinde Yayılma Tablası Konisi ve 40x40x200+125 mm ölçülerinde Ahşap Sıkıştırma Tokmağı ile birlikte set olarak verilmektedir.";Flow Table Test Set consists of a double table measuring 700x700mm and hinged at one side. The top table is covered with a flat metal plate 2mm thick, inscribed, and protected against corrosion. The stainless steel cone has a top Ø130mm, base Ø200mm, and is 200mm high. Supplied complete with wooden tamping rod.;0,00;7037,54;2025-09-04 15:23:18.894;0,00;420,00;0,00
LT-C0023/1;Belli Değil;"Yayılma Tablası; üzerine betonun konulabileceği, (700 ±2) mm x (700 ±2) mm ölçülerinde alana sahip, hareketli,
düz plâka ve bu plâkanın üzerine belirli yükseklikten düşürüleceği, üstteki plâkanın menteşeyle bağlı olduğu
sert alt tabakadan meydana gelmektedir.";Flow Table consists of a double table measuring 700x700mm and hinged at one side. The top table is covered with a flat metal plate 2mm thick, inscribed, and protected against corrosion. ;0,00;;2025-09-04 15:23:18.895;0,00;360,00;0,00
LT-C0023/2;Belli Değil;"Yayılma Tablası Konisi; Ø130×Ø200×200 mm ölçülerinde.";Flow Table Cone has a top Ø130mm, base Ø200mm, and is 200mm high.;0,00;90,00;2025-09-04 15:23:18.896;0,00;42,00;0,00
LT-C0023/3;Belli Değil;Ahşap Sıkıştırma Tokmağı, 40x40x200+125 mm ölçülerinde;Wooden tamper. 40x40x200+125 mm;0,00;;2025-09-04 15:23:18.897;0,00;18,00;0,00
LT-C0023/4;Belli Değil;"Yayılma Tablası Konisi; Ø130×Ø200×200 mm ölçülerinde.-GALVANİZ";;0,00;50,00;2025-09-04 15:23:18.898;0,00;;
LT-C0065;Belli Değil;"Taze Betonda Terleme ;  Taze karıştırılmış beton numunesine giren karışım suyunun, bağıl terleme miktarının belirlenmesinde kullanılır";Bleeding of Freshly Mixed Concrete is used for determination of the relative quantity of mixing water that will bleed from a sample of freshly mixed concrete.;0,00;;2025-09-04 15:23:18.899;0,00;;
LT-C0033;Belli Değil;"Sıkıştırabilme Derecesi Deney Aparatı (Waltz kabı); çimento hamurundan kısa sürede olumsuz etkilenmeyen metalden yapılmıştır ve prizma şekillidir.
Kullanıcıya kolaylık sağlamak açısından taşıma kulplu olarak imal edilmiştir. Elektrostatik toz boyalıdır.";Degree of Compactability (Waltz) Container,  Degree of Compactability (Waltz) Container, made of metal, 1.5mm thickness, 200x200 mm base, 400 mm height, square prism container with two carrying handles.;0,00;;2025-09-04 15:23:18.900;0,00;420,00;0,00
LT-C0025;Belli Değil;"Beton Proktor Penetrometresi; 16-32-65-160-325-650 mm² çaplı penetrasyon iğneleri ile birlikte verilmektedir.";Concrete Mortar Penetrometer, used to determine setting time of fresh concretes. Includes these interchangeable needles: 650, 325, 160, 65, 32, 16mm².;0,00;12000,00;2025-09-04 15:23:18.901;0,00;810,00;0,00
LT-C0025/1;Belli Değil;"Beton Proktor Penetrometresi İğne Seti;16-32-65-160-325-650 mm² çaplarında";Needle Set for Concrete Mortar Penetrometer (650, 325, 160, 65, 32, 16mm²);0,00;;2025-09-04 15:23:18.902;0,00;0,00;0,00
LT-C0028;Belli Değil;"Cep Tipi Beton Penetrometresi; Yerli.
Penetrasyon Piston Alanı: 32 mm²";Pocket Penetrometer, The penetration plunger has a tip area of 32 sq/mm. The plunger graduated 0,5 MPa.;0,00;10000,00;2025-09-04 15:23:18.903;0,00;390,00;0,00
LT-C0028/1;Belli Değil;"Cep Tipi Beton Penetrometresi; 
Penetrasyon Piston Alanı: 32 mm²";Pocket Penetrometer, The penetration plunger has a tip area of 32 sq/mm. The plunger graduated 0,5 MPa.;0,00;;2025-09-04 15:23:18.904;0,00;630,00;0,00
LT-C0070;Belli Değil;"Taze Betonda Hava Ölçer (B Tipi); 7 litre kapasiteli. %22'ye kadar hava yüzdesi tespit edilebilmektedir ve tam skalada ±%0.25 hassasiyette sahiptir. Sıyırma bıçağı ve sıkıştırma çubuğu ile birlikte set olarak verilmektedir. Taşıma Çantası ayrıca sipariş edilmelidir.";"Air Entrainment Meter, for fresh concrete, B type, manometer, 7 L capacity, supplied complete with Tamping Rod and Straight Edge.
Carrying Case should be ordered separately.";0,00;18300,00;2025-09-04 15:23:18.905;0,00;690,00;0,00
LT-C0070/1;Belli Değil;Hava Ölçer Manometresi;Manometer;0,00;510,00;2025-09-04 15:23:18.906;0,00;192,00;0,00
LT-C0070/2;Belli Değil;Şişleme Çubuğu;Tamping Rod;0,00;17,50;2025-09-04 15:23:18.907;0,00;15,00;0,00
LT-C0070/3;Belli Değil;Sıyırma Bıçağı;Straight Edge;0,00;20,00;2025-09-04 15:23:18.908;0,00;15,00;0,00
LT-C0070/4;Belli Değil;Taşıma Çantası;Carrying Case;0,00;;2025-09-04 15:23:18.909;0,00;90,00;0,00
LT-C0072;Belli Değil;"Taze Betonda Hava Ölçer (B Tipi), 8 litre
Menşei: Türkiye, Marka: Liya Test (Formtest Muadili)";"Air Entrainment Meter, for fresh concrete, B type, manometer, 8 L capacity,  supplied complete with Tamping Rod and Straight Edge.
Carrying Case should be ordered separately. LİYA TEST";0,00;;2025-09-04 15:23:18.910;0,00;1500,00;0,00
LT-C0072/1;Belli Değil;Hava Ölçer Manometresi;Manometer;0,00;235,00;2025-09-04 15:23:18.911;0,00;192,00;0,00
LT-C0072/2;Belli Değil;Şişleme Çubuğu;Tamping Rod;0,00;17,50;2025-09-04 15:23:18.912;0,00;15,00;0,00
LT-C0072/3;Belli Değil;Sıyırma Bıçağı;Straight Edge;0,00;;2025-09-04 15:23:18.913;0,00;15,00;0,00
LT-C0072/4;Belli Değil;Taşıma Çantası;Carrying Case;0,00;;2025-09-04 15:23:18.914;0,00;90,00;0,00
LT-C0070/F;Belli Değil;"İthal Taze Betonda Hava Ölçer (B Tipi), 
Menşei: Almanya, Marka: Formtest";"Air Entrainment Meter, for fresh concrete, B type, manometer, 8 L capacity,  supplied complete with Tamping Rod and Straight Edge.
FORMTEST";0,00;;2025-09-04 15:23:18.915;0,00;5100,00;0,00
LT-C0075;Belli Değil;"Birim Ağırlık Kovası, 3 litre kapasiteli. Kullanıcıya kolaylık sağlaması açısından iki adet kulpu bulunmaktadır.
Elektrostatik toz boyalıdır.";Unit Weight Measure, 3L capacity, Ø ID, mm deep, with handles, produced by electrostatic painted steel;0,00;240,00;2025-09-04 15:23:18.916;0,00;52,00;0,00
LT-C0076;Belli Değil;"Birim Ağırlık Kovası, 7 litre kapasiteli. Kullanıcıya kolaylık sağlaması açısından iki adet kulpu bulunmaktadır.
Elektrostatik toz boyalıdır.";Unit Weight Measure, 7L capacity, Ø ID, mm deep, with handles, produced by electrostatic painted steel;0,00;306,00;2025-09-04 15:23:18.917;0,00;61,00;0,00
LT-C0077;Belli Değil;"Birim Ağırlık Kovası, 10 litre kapasiteli. Kullanıcıya kolaylık sağlaması açısından iki adet kulpu bulunmaktadır.
Elektrostatik toz boyalıdır.";Unit Weight Measure, 10L capacity, Ø ID, mm deep, with handles, produced by electrostatic painted steel;0,00;400,00;2025-09-04 15:23:18.918;0,00;65,00;0,00
LT-C0078;Belli Değil;"Birim Ağırlık Kovası, 15 litre kapasiteli. Kullanıcıya kolaylık sağlaması açısından iki adet kulpu bulunmaktadır.
Elektrostatik toz boyalıdır.";Unit Weight Measure, 15L capacity, Ø ID, mm deep, with handles, produced by electrostatic painted steel;0,00;480,00;2025-09-04 15:23:18.919;0,00;74,00;0,00
LT-C0079;Belli Değil;"Birim Ağırlık Kovası, 30 litre kapasiteli. Kullanıcıya kolaylık sağlaması açısından iki adet kulpu bulunmaktadır.
Elektrostatik toz boyalıdır.";Unit Weight Measure, 30L capacity, Ø ID, mm deep, with handles, produced by electrostatic painted steel;0,00;615,00;2025-09-04 15:23:18.920;0,00;80,00;0,00
LT-C0066;Belli Değil;"Özgül ağırlık Test Seti; Set; Özgül Ağırlık Çerçevesi, Küp Numune Tutucusu, Plastik Su Kovası ve Tel Sepetten oluşmaktadır. 0.1 veya 0,5 gr hassasiyetli, alttan tartım özellikli bir terazi ile birlikte kullanılmalıdır. Terazi ayrıca sipariş edilmelidir.";"Specific Gravity Test Set; used with a suitable electronic balance for specific gravity determination of fresh and hardened concrete and aggregates. Supplied with a water tank, density basket and cradle. Balance should be ordered separately.";0,00;7226,00;2025-09-04 15:23:18.921;0,00;405,00;0,00
LT-C0066/1;Belli Değil;Özgül Ağırlık Çerçevesi;Specific Gravity Frame;0,00;416,00;2025-09-04 15:23:18.922;0,00;321,00;0,00
LT-C0066/2;Belli Değil;Küp Numune Tutucusu;Cradle;0,00;15,00;2025-09-04 15:23:18.923;0,00;11,81;0,00
LT-C0066/3;Belli Değil;Plastik Su Kovası. 28x38x30 cm;Density Tank. 28x38x30 cm;0,00;39,00;2025-09-04 15:23:18.924;0,00;20,59;0,00
LT-C0066/4;Belli Değil;Plastik Su Kovası. 40x40x30 cm;Density Tank. 40x40x30 cm;0,00;190,00;2025-09-04 15:23:18.925;0,00;27,00;0,00
LT-G0660;Belli Değil;Tel Sepet, 3,35 mm (No:6), paslanmaz çelik , 200mm çap, 200mm ;Density Basket, 3,35 mm (No:6), stainless steel , 200mm dia, 200mm ;0,00;1354,00;2025-09-04 15:23:18.926;0,00;51,60;0,00
LT-G0290;Belli Değil;Termometre, Tek Kanallı, Ölçüm Aralığı: -50 + 1300 C, Hassasiyet: ±1 C, Çözünürlük: 1 C. 9V pil ile birlikte verilmektedir. K-Tipi Thermokupl Kablosu ve Soketi ayrıca sipariş edilmelidir.;Thermometer, 1 Channel. Measuring Range: -50 + 1300 C, Accuracy: ±1 C, Resolution: 1 C. Supplied with 9V battery. K-Type Thermocouple Cable and Connector should be ordered separately.;0,00;330,00;2025-09-04 15:23:18.927;0,00;210,00;0,00
LT-G0291;Belli Değil;Termometre, Tek Kanallı, Ölçüm Aralığı:-200 + 1300 C, Hassasiyet: ±1.1 C yada okunan değerin  %±0.4'ü, Çözünürlük: 0.1 < 999 & 1 > 1000 C. 9V pil ile birlikte verilmektedir. K-Tipi Thermokupl Kablosu ve Soketi ayrıca sipariş edilmelidir.;Thermometer, 1 Channel. Measuring Range: -200 + 1300 C, Accuracy: ±1.1 C or ±0.4 % of reading value, Resolution: 0.1 < 999 & 1 > 1000 C. Supplied with 9V battery. K-Type Thermocouple Cable and Connector should be ordered separately.;0,00;765,00;2025-09-04 15:23:18.928;0,00;420,00;0,00
LT-G0292;Belli Değil;Termometre, İki Kanallı, Ölçüm Aralığı: -200 + 1300 C, Hassasiyet: ±1.1 C yada okunan değerin  %±0.4'ü, Çözünürlük: 0.1 < 999 & 1 > 1000 C. 9V pil ile birlikte verilmektedir. K-Tipi Thermokupl Kablosu ve Soketi ayrıca sipariş edilmelidir.;Thermometer, 2 Channels. Measuring Range: -200 + 1300 C, Accuracy: ±1.1 C or ±0.4 % of reading value, Resolution: 0.1 < 999 & 1 > 1000 C. Supplied with 9V battery. K-Type Thermocouple Cable and Connector should be ordered separately.;0,00;850,00;2025-09-04 15:23:18.929;0,00;471,00;0,00
LT-G0293;Belli Değil;Termometre, Dört  Kanallı, Ölçüm Aralığı: -200 + 1300 C, Hassasiyet: ±1.1 C yada okunan değerin  %±0.4'ü, Çözünürlük: 0.1 < 999 & 1 > 1000 C. 9V pil ile birlikte verilmektedir. K-Tipi Thermokupl Kablosu ve Soketi ayrıca sipariş edilmelidir.;"Thermometer, 4 Channels. Measuring Range: -200 + 1300 C, Accuracy: From -200 to 0 C; ±0.4 ±0.3 % of reading From 0 to 1300 C; ±0.4, Resolution: 0.1 C. Supplied with Lithium-Ion battery, Transport case and User Manual. K-Type Thermocouple Cable and Connector should be ordered separately.";0,00; ;2025-09-04 15:23:18.930;0,00;1380,00;0,00
LT-G0295/1;Belli Değil;K-Tipi Termokupl Kablosu. Tip: KTTE2X0,5T. 1 metre.;K-Type Thermocouple Cable, Type: KTTE2X0,5T;0,00;31,50;2025-09-04 15:23:18.931;0,00;19,00;0,00
LT-G0295/2;Belli Değil;Soket, Tip: OMTS-K-E. 1 adet.;Connector, Type: OMTS-K-E;0,00;31,50;2025-09-04 15:23:18.932;0,00;19,00;0,00
LT-C0001;Belli Değil;Plastik Küp Kalıp, 100mm. İki gözlü;Plastic Cube Mould, 100mm. Two gang;0,00;180,00;2025-09-04 15:23:18.933;0,00;24,00;0,00
LT-C00001/Z;Belli Değil;Polietilen Küp Kalıp, 100mm. ZUM Marka.;Polyurethane Cube Mould, Ø100 mm ;0,00;387,00;2025-09-04 15:23:18.934;0,00;19,00;0,00
LT-C0002;Belli Değil;Çelik Küp Kalıp,  100mm;Steel Cube Mould, 100mm;0,00;250,00;2025-09-04 15:23:18.935;0,00;114,00;0,00
LT-C0003;Belli Değil;Plastik Küp Kalıp, 150mm;Plastic Cube Mould, 150mm;0,00;180,00;2025-09-04 15:23:18.936;0,00;11,00;0,00
LT-C0004;Belli Değil;Polietilen Küp Kalıp, 150mm. ZUM Marka.;Plastic Cube Mould, 150mm, High Quality;0,00;100,00;2025-09-04 15:23:18.937;0,00;18,00;0,00
LT-C0003/M;Belli Değil;Polietilen Küp Kalıp, 150mm. MATEST Marka.;Plastic Cube Mould, 150mm, MATEST;0,00;140,00;2025-09-04 15:23:18.938;0,00;90,00;0,00
LT-C0005;Belli Değil;Çelik Küp Kalıp, 150mm;Steel Cube Mould, 150mm;0,00;430,00;2025-09-04 15:23:18.939;0,00;144,00;0,00
LT-C0006;Belli Değil;Çelik Küp Kalıp, 200mm;Steel Cube Mould, 200mm;0,00;500,00;2025-09-04 15:23:18.940;0,00;1622,00;0,00
LT-C0007;Belli Değil;Küp Kalıp Maşası;Tong for Cube Mould;0,00;;2025-09-04 15:23:18.941;0,00;60,00;0,00
LT-C0010;Belli Değil;Poliüretan Silindir Kalıp, Ø100x200 mm ;Polyurethane Cylinder Mould, Ø100x200 mm ;0,00;677,00;2025-09-04 15:23:18.942;0,00;63,00;0,00
LT-C0011;Belli Değil;Çelik Silindir Kalıp, Ø100x200 mm ;Steel Cylinder Mould, Ø100x200 mm ;0,00;837,50;2025-09-04 15:23:18.943;0,00;96,00;0,00
LT-C0012;Belli Değil;Plastik Silindir Kalıp, Yandan açılmalı. Ø100x200 mm ;Plastic Body with Steel Plate Cylinder Mould, Ø100x200 mm ;0,00;1396,00;2025-09-04 15:23:18.944;0,00;93,00;0,00
