UrunKodu;Kategori;UrunAciklamasi;UrunAciklamasiEn;BirimFiyat;MaliyetFiyati;EklenmeTarihi;FiyatTL;FiyatUSD;FiyatEUR
LT-C0375;Belli Değil;"3000 kN Yarı Otomatik Beton Test Presi; ASTM, Yükleme Gövdesi, Yarı Otomatik Hidrolik Güç Ünitesi, LPI Dijital veri okuma sistemi,   Ø 165x25 mm, Ø 165x50 mm ve Ø 165x80 mm Ara Mesafe Parçaları, Oynarbaşlık sistemli Üst Plaka,  Ø165 mm, Alt Plaka Ø165 mm ile birlikte set olarak verilmektedir. 220 V, 50-60 Hz, 1 ph";"3000 kN Semi-Automatic Concrete Compression Testing Machine; ASTM, consist of Load Frame, Semi-Automatic Hydraulic Power Pack, LPI Battery Operated Digital Readout Unit, Distance Pieces, Ø 205x25 mm, Ø 205x50 mm and Ø 205x80 mm, Upper Platen (with ball seating assembly) Ø165 mm, Lower Platen Ø165 mm, Loading Cylinder Assembly & Limit Switch for safety, Front and Rear Protective Doors for safety. 220 V, 50-60 Hz, 1 ph";0,00;;2025-09-04 15:23:18.815;0,00;8510,00;0,00
LT-C0325;Belli Değil;Yarı Otomatik Hidrolik Güç Ünitesi ve LPI Dijital veri okuma sistemi.;Semi-Automatic (Motorized) Hydraulic Power Pack and LPI Battery Operated Digital Readout Unit;0,00;;2025-09-04 15:23:18.816;0,00;3200,00;0,00
LT-C0326;Belli Değil;Yarı Otomatik Hidrolik Güç Ünitesi;Semi-Automatic (Motorized) Hydraulic Power Pack;0,00;;2025-09-04 15:23:18.817;0,00;22210,00;0,00
LT-C0327;Belli Değil;LPI Dijital veri okuma sistemi.;LPI Battery Operated Digital Readout Unit;0,00;;2025-09-04 15:23:18.818;0,00;1100,00;0,00
LT-C0600;Belli Değil;"100 kN kapasiteli Eğilme Test Presi; U Tipi Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"100 kN capacity Flexural Test Machine; U Type Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional. 
220 V, 50-60 Hz, 1 ph";0,00;34713,75;2025-09-04 15:23:18.819;0,00;6950,00;0,00
LT-C0601;Belli Değil;"200 kN kapasiteli Eğilme Test Presi; U Tipi Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"200 kN capacity Flexural Test Machine; U Type Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;39267,75;2025-09-04 15:23:18.820;0,00;7100,00;0,00
LT-C0602;Belli Değil;"300 kN kapasiteli Eğilme Test Presi; U Tipi Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"300 kN capacity Flexural Test Machine; U Type Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;48785,00;2025-09-04 15:23:18.821;0,00;7400,00;0,00
LT-C0610;Belli Değil;"300 kN kapasiteli Eğilme Test Presi; C Tipi Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"300 kN capacity Flexural Test Machine; C Type Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;119518,64;2025-09-04 15:23:18.822;0,00;9200,00;0,00
LT-C0611;Belli Değil;"400 kN kapasiteli Eğilme Test Presi; C Tipi Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"400 kN capacity Flexural Test Machine; C Type Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;0,00;2025-09-04 15:23:18.823;0,00;10676,00;0,00
LT-C0620;Belli Değil;"200 kN kapasiteli Eğilme Test Presi;  İki Kolonlu Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"200 kN capacity Flexural Test Machine; Two Column Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;37815,75;2025-09-04 15:23:18.824;0,00;7670,00;0,00
LT-C0621;Belli Değil;"300 kN kapasiteli Eğilme Test Presi;  İki Kolonlu Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"300 kN capacity Flexural Test Machine; Two Column Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;28340,00;2025-09-04 15:23:18.825;0,00;7790,00;0,00
LT-C0622;Belli Değil;"400 kN kapasiteli Eğilme Test Presi;  İki Kolonlu Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
***Bilgisayar opsiyoneldir. Laboratuvarınızda bulunan 32 bit işletim sistemli bir Bilgisayar ile birlikte kullanılabilmektedir.";"400 kN capacity Flexural Test Machine; Two Column Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";0,00;39618,75;2025-09-04 15:23:18.826;0,00;8060,00;0,00
LT-C0622;Belli Değil;"600 kN kapasiteli Eğilme Test Presi;  Dört Kolonlu Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
";"600 kN capacity Flexural Test Machine; Four Column Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";25000,00;39618,75;2025-09-04 15:23:18.827;25000,00;25000,00;23500,00
LT-C2200;Belli Değil;"2000 kN kapasiteli Eğilme Test Presi;  Dört Kolonlu Yükleme gövdesi, Otomatik Hidrolik Güç Ünitesi, Dijital veri okuma & kontrol sistemi ve Yazılımı  ile birlikte set olarak verilmektedir. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. 220 V, 50-60 Hz, 1 ph
";"2000 kN capacity Flexural Test Machine;  Four  Column Load Frame, Hydraulic power unit and Digital graphic read out unit. Complete with Test Programme. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately. Computer is optional.
220 V, 50-60 Hz, 1 ph";40000,00;39618,75;2025-09-04 15:23:18.828;40000,00;40000,00;37500,00
LT-0300/E;Belli Değil;DOWEL HOLE TEST MAKİNASI;;0,00;43919,00;2025-09-04 15:23:18.829;0,00;;
LT-C0600/1;Belli Değil;100 kN kapasiteli Eğilme Testi için U Tipi Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. ;100 kN capacity Flexural Load Frame, U Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.830;0,00;3420,00;0,00
LT-G8031;Belli Değil;Load Cell, 100 kN kapasiteli;Load Cell, 100 kN capacity;0,00;;2025-09-04 15:23:18.831;0,00;480,00;0,00
LT-C0601/1;Belli Değil;200 kN kapasiteli Eğilme Testi için U Tipi Yükleme gövdesi.  Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir.  ;200 kN capacity Flexural Load Frame, U Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.832;0,00;3577,00;0,00
LT-G8032;Belli Değil;Load Cell, 200 kN kapasiteli;Load Cell, 200 kN capacity;0,00;;2025-09-04 15:23:18.833;0,00;480,00;0,00
LT-C0602/1;Belli Değil;300 kN kapasiteli Eğilme Testi için U Tipi Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. ;300 kNcapacity Flexural Load Frame, U Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;15000,00;2025-09-04 15:23:18.834;0,00;3840,00;0,00
LT-G8033;Belli Değil;Load Cell, 300 kN kapasiteli;Load Cell, 300 kN capacity;0,00;;2025-09-04 15:23:18.835;0,00;480,00;0,00
LT-C0610/1;Belli Değil;300 kN kapasiteli Eğilme Testi için C Tipi Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. ;300 kN capacity Flexural Load Frame, C Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.836;0,00;0,00;0,00
LT-G8033;Belli Değil;Load Cell, 300 kN kapasiteli;Load Cell, 300 kN capacity;0,00;;2025-09-04 15:23:18.837;0,00;480,00;0,00
LT-C0611/1;Belli Değil;400 kN kapasiteli Eğilme Testi için C Tipi Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. ;400 kN capacity Flexural Load Frame, C Type.  Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.838;0,00;0,00;0,00
LT-G8034;Belli Değil;Load Cell, 400 kN kapasiteli;Load Cell, 400 kN capacity;0,00;;2025-09-04 15:23:18.839;0,00;552,00;0,00
LT-C0620/1;Belli Değil;200 kN kapasiteli Eğilme Testi için İki Kolonlu Yükleme gövdesi.  Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. . ;200 kN capacity Flexural Load Frame, Two Column Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.840;0,00;4177,00;0,00
LT-G8032;Belli Değil;Load Cell, 200 kN kapasiteli;Load Cell, 200 kN capacity;0,00;;2025-09-04 15:23:18.841;0,00;552,00;0,00
LT-C0621/1;Belli Değil;300 kN kapasiteli Eğilme Testi için İki Kolonlu Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir. ;300 kN capacity Flexural Load Frame, Two Column Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.842;0,00;4320,00;0,00
LT-G8033;Belli Değil;Load Cell, 300 kN kapasiteli;Load Cell, 300 kN capacity;0,00;;2025-09-04 15:23:18.843;0,00;480,00;0,00
LT-C0622/1;Belli Değil;400 kN kapasiteli Eğilme Testi için İki Kolonlu Yükleme gövdesi. Uygun aparat kullanılarak, Kiriş, Bordür, Parke, Yağmur Oluğu v.b Eğilme dayanımı testleri, Üç ve Dört nokta testleri yapılabilmektedir. Deney aparatları ayrıca sipariş edilmelidir.  ;400 kN capacity Flexural Load Frame, Two Column Type. Beam, Kerb and Parquet strenght tests and three and four point tests can be done with suitable apparatus. The apparatus should be ordered separately.;0,00;;2025-09-04 15:23:18.844;0,00;4620,00;0,00
LT-G8034;Belli Değil;Load Cell, 400 kN kapasiteli;Load Cell, 400 kN capacity;0,00;;2025-09-04 15:23:18.845;0,00;552,00;0,00
LT-C0650;Belli Değil;"Kiriş Eğilme Aparatı; Eğilme Gövdesine bağlanarak 100x100x400, 100x100x500, 150x150x600 veya 150x150x750 mm kiriş numunelerinde 3 veya 4 nokta eğilme testleri yapılabilmektedir. ";Apparatus, used for flexure test on concrete beams of 100x100x400, 100x100x500, 150x150x600 or 150x150x750. Can be used with flexural frames.;0,00;1000,00;2025-09-04 15:23:18.846;0,00;300,00;0,00
LT-C0651;Belli Değil;"Bordür Eğilme Aparatı; Eğilme Gövdesine bağlanarak, Beton bordürlerin eğilme deneyleri yapılabilmektedir.";Apparatus, used for flexure test on kerbs. Can be used with flexural frames.;0,00;2904,00;2025-09-04 15:23:18.847;0,00;300,00;0,00
LT-C0652;Belli Değil;Beton Doğal taş bordür, beton terrazo karo, zemin döşemesi için beton kaplama plâka, doğal taş kaplama Eğilme Aparatı. Eğilme Gövdesine bağlanarak eğilme deneyleri yapılabilmektedir.;"Flexural Testing Assembly for Concrete Paving Flags and Concrete
Terrazzo Tiles, Natural Stone Kerbs and Slabs. Can be used with flexural frames.";0,00;950,00;2025-09-04 15:23:18.848;0,00;300,00;0,00
LT-C0653;Belli Değil;Küp Yarmada Çekme deneyi aparatı,  150 mm boyutundaki beton küp numuneleri için;"Splitting Tensile Test Device for Concrete Cube Specimens;
150x150 mm";0,00;817,50;2025-09-04 15:23:18.849;0,00;300,00;0,00
LT-C0654;Belli Değil;Parke Yarmada Çekme deneyi aparatı, 60-100 mm arası kalınlıkta parke numuneleri için;"Splitting Tensile Test Device for Concrete Block Pavers Specimens;
60-100 mm height";0,00;850,00;2025-09-04 15:23:18.850;0,00;300,00;0,00
LT-C0655;Belli Değil;"Silindir Yarmada Çekme deneyi aparatı,
150 mm x 300 mm (6"" x 12"") ve 160 x 320 mm silindir numuneler için";"Splitting Tensile Test Device for Cylindrical Specimens;
Ø100x200 mm, 150x300 mm, 160x320 mm";0,00;897,50;2025-09-04 15:23:18.851;0,00;300,00;0,00
LT-C0656;Belli Değil;"Yağmur Oluğu Test Aparatı; Eğilme Gövdesine bağlanarak, Yağmuır Oluklarının eğilme deneyleri yapılabilmektedir.";Apparatus, used for flexure test on rain gutter. Can be used with flexural frames.;0,00;1050,00;2025-09-04 15:23:18.852;0,00;300,00;0,00
LT-C0095;Belli Değil;"Pan Tipi Beton Mikseri; 56 litre kapasiteli. Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 
380 V, 50-60 Hz, 3 ph";Concrete Mixer, pan type cauldron horizontally rotating around its axis, discharging system, The total volume of the pan is 100 liters but the effective capacity of the mixer is 56 liters. The pan type mixer is also equipped with rubber wheels which provide high portability. 380 V, 50-60 Hz, 3 ph;0,00;36880,00;2025-09-04 15:23:18.853;0,00;2278,00;0,00
LT-C0099;Belli Değil;"Üstten tahrikli Pan Tipi Beton Mikseri; 42 litre kapasiteli. Frekans kontrolü  ile  hız ayarı yapılabilmektedir.Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 
380 V, 50-60 Hz, 3 ph";Concrete Mixer with Double-Acting, Pan Type, Frequency Controlled, 42 L. The cauldron rotating around horizontally and top located beaters rotated opposite direction by a motor, 15/12 L effective mixing capacity, discharging system, straight edged, rubber tired, 220-240V, 50-60Hz, 1ph.;0,00;51330,00;2025-09-04 15:23:18.854;0,00;3450,00;
LT-C0095/SE;Belli Değil;"Pan Tipi Beton Mikseri; 56 litre kapasiteli. Frekans kontrolü  ile  hız ayarı yapılabilmektedir.Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 
380 V, 50-60 Hz, 3 ph";Concrete Mixer with frequency control, pan type cauldron horizontally rotating around its axis, discharging system, The total volume of the pan is 100 liters but the effective capacity of the mixer is 56 liters. The pan type mixer is also equipped with rubber wheels which provide high portability. 380 V, 50-60 Hz, 1 ph;0,00;5000,00;2025-09-04 15:23:18.855;0,00;2950,00;0,00
LT-C0096;Belli Değil;"Pan Tipi Beton Mikseri; 56 litre kapasiteli. Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 
220 V, 50 Hz, 1 ph";Concrete Mixer, pan type cauldron horizontally rotating around its axis, discharging system, The total volume of the pan is 100 liters but the effective capacity of the mixer is 56 liters. The pan type mixer is also equipped with rubber wheels which provide high portability. 220 V, 50 Hz, 1 ph;0,00;3500,00;2025-09-04 15:23:18.856;0,00;2460,00;0,00
LT-C0097;Belli Değil;"Pan Tipi Beton Mikseri; 56 litre kapasiteli. Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 
220 V, 60 Hz, 1 ph";Concrete Mixer, pan type cauldron horizontally rotating around its axis, discharging system, The total volume of the pan is 100 liters but the effective capacity of the mixer is 56 liters. The pan type mixer is also equipped with rubber wheels which provide high portability. 220 V, 60 Hz, 1 ph;0,00;3700,00;2025-09-04 15:23:18.857;0,00;2278,00;0,00
LT-C0098;Belli Değil;"Pan Tipi Beton Mikseri; ÇİFT MOTORLU. 56 litre kapasiteli. Kuru veya ıslak malzemelerde homojen karışımlar hazırlanabilmektedir. Numune kolayca boşaltılabilmekte ve temizlenebilmektedir. Tekerlekleri sayesinde kolaylıkla taşınabilir. Elektrostatik boya ve galvanizlidir. 380 V, 50-60 Hz, 3 ph";Concrete Mixer, DOUBLE ENGINE. pan type cauldron horizontally rotating around its axis, discharging system, The total volume of the pan is 100 liters but the effective capacity of the mixer is 56 liters. The pan type mixer is also equipped with rubber wheels which provide high portability. 380 V, 50-60 Hz, 3 ph;0,00;7200,00;2025-09-04 15:23:18.858;0,00;4150,00;0,00
LT-C0100;Belli Değil;"Drum Tipi Beton Mikseri; Beton, alçı ve mozaik gibi malzemelerin homojen olarak karıştırılması için kullanılır. Kazan Hacmi: 125 litre, Karıştırma Hacmi: 100 litre kapasiteli. Tekerleklidir. Elektrik ile çalışmaktadır. 220 V / 0,7 Kw";Concrete mixer drum type, steel batch, arm-circling type, 125 liter capacity, 100 liter usable volume capacity, prevention for accumulation of concrete at bottom. 220 V / 0,7 kW;0,00;6750,00;2025-09-04 15:23:18.859;0,00;1110,00;0,00
LT-C0101;Belli Değil;"Drum Tipi Beton Mikseri; Beton, alçı ve mozaik gibi malzemelerin homojen olarak karıştırılması için kullanılır. Kazan Hacmi: 140 litre, Karıştırma Hacmi: 120 litre kapasiteli. Tekerleklidir. Elektrik ile çalışmaktadır. 220 V / 0,7 kW";Concrete mixer drum type, steel batch, arm-circling type, 140 liter capacity, 120 liter usable volume capacity, prevention for accumulation of concrete at bottom. 220 V / 0,7 kW;0,00;2700,00;2025-09-04 15:23:18.860;0,00;1200,00;0,00
LT-C0102;Belli Değil;"Drum Tipi Beton Mikseri; Beton, alçı ve mozaik gibi malzemelerin homojen olarak karıştırılması için kullanılır.Kazan Hacmi: 160 litre, Karıştırma Hacmi: 140 litre kapasiteli. Tekerleklidir. Elektrik ile çalışmaktadır. 220 V / 0,7 kW";Concrete mixer drum type, steel batch, arm-circling type, 160 liter capacity, 140 liter usable volume capacity, prevention for accumulation of concrete at bottom. 220 V / 0,7 kW;0,00;2900,00;2025-09-04 15:23:18.861;0,00;1290,00;0,00
LT-C0103;Belli Değil;"Drum Tipi Beton Mikseri; Beton, alçı ve mozaik gibi malzemelerin homojen olarak karıştırılması için kullanılır. Kazan Hacmi: 180 litre, Karıştırma Hacmi: 160 litre kapasiteli. Tekerleklidir. Elektrik ile çalışmaktadır. 220 V / 0,7 kW";Concrete mixer drum type, steel batch, arm-circling type, 180 liter capacity, 160 liter usable volume capacity, prevention for accumulation of concrete at bottom. 220 V / 0,7 kW;0,00;3100,00;2025-09-04 15:23:18.862;0,00;1410,00;0,00
LT-C0104;Belli Değil;"Drum Tipi Beton Mikseri; Beton, alçı ve mozaik gibi malzemelerin homojen olarak karıştırılması için kullanılır. Kazan Hacmi: 300  litre, Karıştırma Hacmi:250  litre kapasiteli. Tekerleklidir. Elektrik ile çalışmaktadır. 380  V ";Concrete mixer drum type, steel batch, arm-circling type, 180 liter capacity, 160 liter usable volume capacity, prevention for accumulation of concrete at bottom. 220 V / 0,7 kW;0,00;8500,00;2025-09-04 15:23:18.863;0,00;2250,00;0,00
LT-C0094;Belli Değil;MONO ŞAFT KARIŞTIRICI;Mono shaft concrete mixer with unloading motor;;;2025-09-04 15:23:18.864;;;
LT-M1923;Belli Değil;3D MİKSER;3D MİXER;;;2025-09-04 15:23:18.865;;;
LT-C0055;Belli Değil;"V Hunisi; Taze Betonun belirli hIzla akarken ayrılma dayanımının V Hunisinde kalma süreleri gözlenmesi esasına
dayanır. Paslanmaz çelikten imal edilmiştir. Boşaltma ağzı kapaklıdır.";"V Funnel for Self-Compacting Concrete. The test set consists of a stainless steel funnel placed vertically on a supporting
stand.";0,00;3900,00;2025-09-04 15:23:18.866;0,00;510,00;0,00
LT-C0056;Belli Değil;"L Kutusu; Taze betonun dolma, akarak geçme yetisi, ayrılma dayanımı v.b. özellikleri tespit edilebilir.
Hunili tüp ve donatı testleri için özel olarak tasarlanmış çerçevesi bulunmaktadır.";L Shape Box Apparatus for Self-Compacting Concrete. Supplied complete with Filling Hopper and Base.;0,00;2000,00;2025-09-04 15:23:18.867;0,00;585,00;0,00
LT-C0057;Belli Değil;"U Kutusu; Taze betonun kapalı boşluklarda akışkanlığı tespit edilebilir.
Galvanizli çelik çerçeve; 3 adet 13 mm çapında çubuktan oluşmaktadır.";U Shape Box Apparatus for Self-Compacting Concrete. The U box is made of stainless steel consisting of three Ø 12 mm rebars. The Apparatus is mounted on a frame with a fixing mechanism.;0,00;4500,00;2025-09-04 15:23:18.868;0,00;675,00;0,00
LT-C0058;Belli Değil;"J Halkası; kendinden yerleşen taze beton için, çelikten mamül, 18mm çaplı 16 çubuklu. Dar Aralıklı J-Halkası Slump Konisi ve  900x900x3 mm Alt Tabla ile birlikte verilmektedir.
Çelik Ağırlıklı Başlık ayrıca sipariş edilmelidir.";J Ring Apparatus for Self-Compacting Concrete. J-Ring Narrow Gap with Ø 18 mm x 16 smooth bars is manufactured from stainless steel. Supplied with J-Ring with J-Ring Narrow Gap, Slump Cone and Base Plate. Steel weighted collar should be ordered separately.;0,00;1850,00;2025-09-04 15:23:18.869;0,00;540,00;0,00
